Time,ClusterID,Upstream,LaneLength,Downstream,UpstreamJamLength,UpstreamMeanSpeed,DownstreamJamLength,DownstreamMeanSpeed,TLS,Status
21601,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21602,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21603,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21604,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21605,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21606,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21607,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21608,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21609,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21610,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21611,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21612,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21613,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21614,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21615,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21616,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21617,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21618,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21619,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21620,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21621,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21622,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21623,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21624,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21625,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21626,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21627,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21628,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21629,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21630,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21631,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21632,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21633,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21634,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21635,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21636,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21637,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21638,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21639,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21640,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21641,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21642,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21643,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21644,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21645,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21646,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21647,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21648,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21649,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21650,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21651,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21652,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21653,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21654,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21655,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21656,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
21657,cluster_83_84,L58#2,384.97,L60,0,0.0,0,0.0,r,0
